New PAW TMT results file!																																																										
"Program ""PAW_protein_grouper.py"" run on Fri Apr 24 07:35:32 2020"																																																										
1309	1	sp|P15169|CBPN_HUMAN	 	 	 	 	10.3	458	52286	Carboxypeptidase N catalytic chain OS=Homo sapiens (Human) OX=9606 GN=CPN1 PE=1 SV=1	7	7	1	4	2	1	4	2	1	4	2	1	4	21739.57935	21898.54822	28656.34644	23617.94043	23692.13257	13118.61755	15116.24158	6820.694214	10372.94629	20407.39502	150	2	3393.491943	2180.274902	3178.845703	2035.04834	4619.041504	1757.048462	6212.817871	2405.48291	6310.875488	4335.305176	721.345642	1	0	0	0	0	0	0	0	0	0	0	0
1311	1	sp|P15289|ARSA_HUMAN	 	 	"sp|P15289|ARSA_HUMAN, sp|P34059|GALNS_HUMAN"	 	15.6	507	53588	Arylsulfatase A OS=Homo sapiens (Human) OX=9606 GN=ARSA PE=1 SV=3	16	8	0.5	4	7	5	2	4	2	3.333	5.2	2.857	2	26178.39648	61045.89258	50469.06152	59717.50586	49923.90039	38951.83106	59895.43164	18595.68115	11735.07373	46604.62695	150	4	7556.624634	14837.1604	19781.82715	23971.18286	13449.20435	54010.92578	15337.21362	12669.17847	13877.5935	21950.59619	150	2	12538.25415	11017.13599	31654.03467	16160.57813	44705.35449	48640.61133	33314.79932	16965.47144	13575.36035	27143.8291	150
1312	1	sp|P15291|B4GT1_HUMAN	 	 	 	 	15.3	398	43920	"Beta-1,4-galactosyltransferase 1 OS=Homo sapiens (Human) OX=9606 GN=B4GALT1 PE=1 SV=5"	6	6	1	1	2	3	1	2	3	1	2	3	1	62043.13281	155517.6406	118760.3359	96467.78125	207377.4844	149036.1563	121152.7734	36434.0625	26108.00586	131437.3594	3767.395752	2	5359.152222	17334.84424	27140.04688	17105.81348	18246.24902	28640.75586	16139.17236	14037.74121	11128.85107	18309.26465	150	3	26582.38135	59976.61719	60219.56152	21885.90015	60806.81641	76778.73535	98447.87305	30375.46729	16764.14648	29296.15381	150
1313	1	sp|P15311|EZRI_HUMAN	 	 	"sp|P15311|EZRI_HUMAN, sp|P26038|MOES_HUMAN, sp|P35241|RADI_HUMAN, sp|Q5TZA2|CROCC_HUMAN"	 	68.4	586	69412	Ezrin OS=Homo sapiens (Human) OX=9606 GN=EZR PE=1 SV=4	317	179	0.565	107	101	109	54	62	63	71.59	77.969	81.602	54	3400773.478	5297409.855	5294535.698	3770049.461	10314125.3	5072666.173	4451251.371	878319.3285	721210.8982	5117093.437	11019.65967	62	661203.5922	5676633.824	12330511.43	2979684.794	2590417.995	11774469.07	3410116.361	1865024.547	4040009.898	6611200.64	87754.09278	63	2578754.9	2675699.644	3663541.982	6684266.804	4310612.059	10344683.87	13034315.21	2460314.02	1261910.758	3735913.892	8139.178467
1314	1	sp|P15328|FOLR1_HUMAN	 	 	 	 	8.6	257	29819	Folate receptor alpha OS=Homo sapiens (Human) OX=9606 GN=FOLR1 PE=1 SV=3	3	3	1	0	2	1	0	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	6679.79602	107444.332	50666.89942	13894.39697	9579.629394	9491.626953	9872.059082	34434.39063	6577.146362	25403.59815	150	1	24377.58398	7638.771484	7643.998047	5011.109375	15178.0918	29189.99023	6859.470703	4865.790039	4557.047363	9639.432617	150
1315	1	sp|P15374|UCHL3_HUMAN	 	 	 	 	52.6	230	26182	Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Homo sapiens (Human) OX=9606 GN=UCHL3 PE=1 SV=1	29	29	1	5	12	12	5	12	12	5	12	12	5	57016.18701	161441.272	107660.3184	179470.4104	244097.0679	258414.9595	202802.5493	86529.8407	54251.59741	193171.4468	150	12	128088.9575	406683.5469	667839.8418	608046.2432	591687.876	1653791.74	491068.4766	370043.2739	487142.9795	689200.2314	19300.79248	12	81313.33533	506676.4546	410085.8907	290251.2288	466717.9529	824127.3406	843162.3589	295061.2063	106343.8444	332828.8125	150
1316	1	sp|P15428|PGDH_HUMAN	 	 	 	 	54.5	266	28977	15-hydroxyprostaglandin dehydrogenase [NAD(+)] OS=Homo sapiens (Human) OX=9606 GN=HPGD PE=1 SV=1	43	43	1	1	41	1	1	41	1	1	41	1	1	0	0	0	0	0	0	0	0	0	0	0	41	120916.3185	225145.3679	355287.7348	550538.0028	356762.4971	17236313.9	208333.9377	1194379.864	421193.5585	960735.6763	1411.38501	1	14074.22266	27818.78906	55536.47656	23776.52539	23416.29297	29292.2168	31837.70117	16179.51953	7573.838379	61390.6875	150
1317	1	sp|P15498|VAV_HUMAN	 	 	 	 	5.4	845	98313	Proto-oncogene vav OS=Homo sapiens (Human) OX=9606 GN=VAV1 PE=1 SV=4	7	7	1	3	1	3	3	1	3	3	1	3	3	39234.89575	129917.8352	50986.93103	179196.5615	310028.6665	66829.24731	208312.8154	41338.37817	26856.09119	130550.6665	150	1	2046.205078	3359.023193	9678.925781	7516.45459	5358.973145	9214.250977	4272.066406	2675.168701	4338.232422	6801.834473	150	3	39863.53418	56785.41016	68339.38379	136706.4834	82874.0752	69746.9375	108033.4668	42216.44531	32641.76855	88382.5752	150
1318	1	sp|P15529|MCP_HUMAN	 	 	 	 	9.9	392	43747	Membrane cofactor protein OS=Homo sapiens (Human) OX=9606 GN=CD46 PE=1 SV=3	14	14	1	4	4	6	4	4	6	4	4	6	4	105829.5005	67810.53809	58334.98364	101885.0332	182636.7803	76851.17041	115608.4385	58671.05908	61444.73486	125339.2876	150	4	18598.7561	50081.36035	102939.1738	24296.36231	76724.54687	152366.0918	40928.20264	44713.21533	33330.01831	63127.6792	750.824951	6	92929.62305	144180.1406	97764.05859	95381.35937	150776.0527	330987.0508	688008.332	110701.8594	56489.50244	148322.9268	150
1319	1	sp|P15531|NDKA_HUMAN	 	 	"sp|O60361|NDK8_HUMAN, sp|P15531|NDKA_HUMAN, sp|P22392|NDKB_HUMAN"	 	70.4	152	17149	Nucleoside diphosphate kinase A OS=Homo sapiens (Human) OX=9606 GN=NME1 PE=1 SV=1	141	49	0.348	50	45	46	16	16	17	25.36	23.983	24.983	16	2848245.573	5712113.727	3774902.26	2407210.877	4857758.885	7031883.801	2615913.273	1038751.783	484237.2234	3496648.564	150	16	515546.1292	4422031.177	8525130.268	3833345.803	4416064.973	4876546.334	3450403.882	1347743.34	2647546.334	5574733.86	45569.29297	17	1659269.803	2525670.368	3344047.484	2099231.493	1939709.863	7912728.748	4282802.87	1176996.458	512193.5749	2004329.755	150
1320	1	sp|P15559|NQO1_HUMAN	 	 	 	 	34.3	274	30867	NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens (Human) OX=9606 GN=NQO1 PE=1 SV=1	41	41	1	16	13	12	16	13	12	16	13	12	16	180378.4644	434704.1431	568361.9447	1387991.458	1248508.225	348456.8174	1374221.934	1598754.945	3624065.276	968470.567	143614.7891	13	318070.3818	198883.8627	882423.1379	677737.6636	1074757.964	281073.9933	445340.5671	749697.452	294326.1782	667321.8387	6436.842224	12	1286737.443	264223.2964	245227.9082	1095430.901	305695.7695	215716.2407	262857.2446	165568.0955	292114.5073	619394.4004	12387.22644
1321	1	sp|P15586|GNS_HUMAN	 	 	 	 	21.2	552	62081	N-acetylglucosamine-6-sulfatase OS=Homo sapiens (Human) OX=9606 GN=GNS PE=1 SV=3	28	28	1	8	9	11	8	9	11	8	9	11	8	557359.1299	700273.1426	535138.5969	600147.8926	702474.4153	475633.4331	598864.9785	498394.1608	363681.2802	630876.1284	8933.849609	9	101457.8411	304891.7284	556468.7632	312543.6987	306375.553	1322061.255	340519.9296	273194.2568	281123.8584	396048.3038	8219	11	431333.3333	508979.0479	471609.2073	474806.6412	471703.4814	1081104.702	598910.4514	296263.792	361303.1945	440093.7131	16904.31714
1322	1	sp|P15848|ARSB_HUMAN	 	 	 	 	5.8	533	59687	Arylsulfatase B OS=Homo sapiens (Human) OX=9606 GN=ARSB PE=1 SV=1	5	5	1	1	1	3	1	1	3	1	1	3	1	4683.599609	14917.51758	7921.109375	43579.45313	38360.07422	6781.293945	39492.95703	4919.822266	2818.595703	19825.78711	150	1	3194.433838	12400.6084	11818.41504	7980.846191	9319.123047	10673.84766	10415.36816	5473.597656	6420.982422	14268.4209	150	3	45928.15997	108009.427	213816.1975	50856.12354	94701.04199	75558.41455	98002.04639	49276.12183	36775.10803	75403.88147	3296.97876
1323	1	sp|P15880|RS2_HUMAN	 	 	 	 	62.1	293	31324	40S ribosomal protein S2 OS=Homo sapiens (Human) OX=9606 GN=RPS2 PE=1 SV=2	155	155	1	51	49	55	51	49	55	51	49	55	51	4816251.512	5428306.932	7331532.917	5403570.857	11292826.95	10288086.44	4669375.761	1199221.526	877954.8093	5181062.536	732.427063	49	776785.0089	8724910.896	12454799.17	7883416.986	5607163.665	8738798.396	5450840.659	2238670.67	3486117.029	6073893.252	56802.89368	55	5414376.672	17499827.35	24063631.37	8002900.701	22259592.3	40322244.89	34988209.67	7304517.069	3247874.857	9519934.872	2535.86792
1324	1	sp|P15907|SIAT1_HUMAN	 	 	 	 	9.9	406	46604	"Beta-galactoside alpha-2,6-sialyltransferase 1 OS=Homo sapiens (Human) OX=9606 GN=ST6GAL1 PE=1 SV=1"	5	5	1	1	2	2	1	2	2	1	2	2	1	15944.32324	28079.42383	8044.904785	48070.47266	49132.96484	31880.6543	72282.875	31590.29492	10134.31543	39829.71875	150	2	2421.525879	9075.818115	31450.69531	12307.77734	12576.04981	256813.0703	3302.968018	25763.02539	7979.647705	33054.69043	150	2	10452.13501	8471.684815	11431.83179	44717.29004	28524.55566	20788.5669	13593.8584	28434.70264	6755.427734	30346.04541	150
1325	1	sp|P15924|DESP_HUMAN	 	 	 	 	34	2871	331770	Desmoplakin OS=Homo sapiens (Human) OX=9606 GN=DSP PE=1 SV=3	206	206	1	35	109	62	35	109	62	35	109	62	35	366162.2144	473984.5944	374257.5927	761042.4016	1119069.427	953328.5083	841792.8395	194294.9739	128001.3364	853745.3801	150	109	543151.7162	4001276.457	4504460.149	1237392.165	2796368.946	4719344.992	2482190.347	1419519.367	2282594.14	2311609.455	40876.59082	62	1035072.299	741372.8572	1267776.436	1544398.491	1720380.893	2026489.916	2049701.206	665035.3583	538311.5656	1266737.409	15235.70349
1326	1	sp|P15927|RFA2_HUMAN	 	 	 	 	41.5	270	29247	Replication protein A 32 kDa subunit OS=Homo sapiens (Human) OX=9606 GN=RPA2 PE=1 SV=1	31	31	1	13	9	9	13	9	9	13	9	9	13	427592.6733	816853.5122	878048.9209	706581.4263	801378.4722	944113.2632	715532.2749	234185.728	175515.1145	713917.0508	150	9	44249.4834	213432.5183	403165.2935	164200.0969	208475.9197	215395.3164	282807.8032	101528.8042	159338.4019	243253.8574	2123.79126	9	168253.2609	418325.4308	356549.6116	192282.1934	312150.1523	836871.4507	604929.0237	220765.1482	97766.88135	257040.0458	150
1327	1	sp|P15941|MUC1_HUMAN	 	 	 	 	4.5	1255	122101	Mucin-1 OS=Homo sapiens (Human) OX=9606 GN=MUC1 PE=1 SV=3	14	14	1	0	12	2	0	12	2	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	12	41879.67224	62970.18079	588219.082	89952.09375	214373.6543	1811598.355	60928.11157	195089.6147	94939.07129	262203.4512	781.219971	2	14537.86572	23560.60156	14993.64941	84698.15039	21469.80811	113073.5947	29452.375	21166.86279	9606.783691	37045.60938	150
1328	1	sp|P15954|COX7C_HUMAN	 	 	 	 	28.6	63	7245	"Cytochrome c oxidase subunit 7C, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=COX7C PE=1 SV=1"	20	20	1	9	5	6	9	5	6	9	5	6	9	321639.3865	513087.1743	313865.5396	407039.874	649961.1563	588032.792	508658.9458	125879.6003	98365.78223	474328.3384	150	5	21493.76148	129488.4014	211308.7285	95164.68066	99761.88086	177409.4668	107528.5508	63989.3252	66118.72168	147648.3613	150	6	566098.6104	427543.3789	440389.5176	188457.2119	156456.0737	447492.1289	403026.4824	281538.7227	154540.2468	420312.8145	12332.44629
1329	1	sp|P16035|TIMP2_HUMAN	 	 	 	 	14.1	220	24399	Metalloproteinase inhibitor 2 OS=Homo sapiens (Human) OX=9606 GN=TIMP2 PE=1 SV=2	7	7	1	3	2	2	3	2	2	3	2	2	3	172336.2207	177572.6992	173858.2324	231177.0938	246474.832	248919.9609	164501.0859	72155.18555	64267.26758	196054.9648	150	2	12220.73071	21200.44629	44848.75586	30350.96826	30165.20654	21684.73535	44023.17139	28176.21631	35730.87842	34440.44531	1127.158569	2	44134.88037	73318.94995	73086.30664	73318.11133	31626.979	38861.69897	97511.66675	21717.1886	21897.0083	49470.59412	150
1330	1	sp|P16066|ANPRA_HUMAN	 	 	 	 	2.9	1061	118918	Atrial natriuretic peptide receptor 1 OS=Homo sapiens (Human) OX=9606 GN=NPR1 PE=1 SV=1	4	4	1	3	1	0	3	1	0	3	1	0	3	337967.0684	177159.4609	348430.3105	170377.3633	449468.5859	447767.8906	147071.2109	104104.5508	64246.51025	264736.6426	150	1	7076.329102	3962.223145	5831.087891	3520.102783	8155.033691	5038.834473	3412.673584	6014.202148	10834.39941	11035.64356	150	0	0	0	0	0	0	0	0	0	0	0	0
1331	1	sp|P16070|CD44_HUMAN	 	 	 	 	15.4	742	81537	CD44 antigen OS=Homo sapiens (Human) OX=9606 GN=CD44 PE=1 SV=3	62	62	1	24	17	21	24	17	21	24	17	21	24	2680167.118	3675422.562	2790113.208	2978025.945	6125173.98	3180136.587	3157839.257	1643173.237	722778.2867	2728715.704	8497.216309	17	624627.0555	1612492.951	3429743.272	2348230.374	2913651.136	1934725.077	777908.4387	1212020.648	2905279.443	2886437.097	71020.79584	21	934985.074	2326094.958	5544090.149	5261567.136	2959981.671	2525429.172	9653324.495	2164439.281	997985.4062	3171889.393	5552.521119
1332	1	sp|P16083|NQO2_HUMAN	 	 	 	 	39.4	231	25918	Ribosyldihydronicotinamide dehydrogenase [quinone] OS=Homo sapiens (Human) OX=9606 GN=NQO2 PE=1 SV=5	21	21	1	7	7	7	7	7	7	7	7	7	7	198694.5483	126159.0781	201186.957	193242.4844	261690.7012	260244.0645	184456.3962	98397.58301	162812.0732	194704.7085	1867.485718	7	128038.2397	263610.7373	244798.0215	110598.7305	199206.3301	276471.3525	165994.3672	197430.7412	205597.1689	203968.7959	1606.425049	7	30463.85669	226229.2459	123230.2124	98420.95361	332720.8586	203080.5625	373731.0825	191757.4205	39069.85889	171411.1333	150
1333	1	sp|P16104|H2AX_HUMAN	 	 	"sp|P04908|H2A1B_HUMAN, sp|P0C0S5|H2AZ_HUMAN, sp|P0C0S8|H2A1_HUMAN, sp|P16104|H2AX_HUMAN, sp|Q6FI13|H2A2A_HUMAN, sp|Q8IUE6|H2A2B_HUMAN, sp|Q96QV6|H2A1A_HUMAN, sp|Q9BTM1|H2AJ_HUMAN"	 	76.2	143	15144	Histone H2AX OS=Homo sapiens (Human) OX=9606 GN=H2AX PE=1 SV=2	115	47	0.409	40	35	40	17	14	16	27.277	23.355	26.979	17	505263.6195	985888.7051	1625429.799	1421549.525	2123368.558	3523600.353	1008027.112	426670.538	191224.5311	1299987.334	150	14	117779.9492	980961.5896	1031725.813	772115.507	363979.4991	653397.67	1224689.487	267156.4431	222740.3171	799923.6288	150	16	753961.8667	1369356.449	795816.0566	1174003.364	783551.9689	2054265.252	2919056.879	522715.1547	311043.892	854864.0599	150
1334	1	sp|P16112|PGCA_HUMAN	 	 	 	 	14.4	2530	261325	Aggrecan core protein OS=Homo sapiens (Human) OX=9606 GN=ACAN PE=1 SV=3	132	132	1	26	77	29	26	77	29	26	77	29	26	3855184.467	705091.0676	1799301.948	453506.6312	577184.5778	390112.9158	346978.7035	176724.0127	128911.2977	1506750.664	150	77	335445.295	51753518.46	546360.5087	4937937.618	679352.3612	999991.9829	1255959.691	562881.5574	614301.722	3351962.358	4456.983399	29	3260559.625	3359906.407	408144.5078	497666.9752	247348.9825	1269374.102	602582.0044	261413.8094	170762.1699	1629949.899	8043.997681
1335	1	sp|P16144|ITB4_HUMAN	 	 	 	 	17.1	1822	202165	Integrin beta-4 OS=Homo sapiens (Human) OX=9606 GN=ITGB4 PE=1 SV=5	54	54	1	17	13	24	17	13	24	17	13	24	17	236176.1762	241789.7936	276558.5393	431173.6053	616885.622	1198385.019	506334.3185	183329.632	98699.16736	420589.0396	150	13	88189.97528	143459.3857	347916.3579	152840.7105	176305.9197	152819.9075	108622.7877	179241.9602	180849.5269	238978.3323	4905.205261	24	650659.6821	1019345.518	288097.1157	379429.3359	438994.7937	1509800.178	1747955.554	426883.5437	308267.5419	517271.3949	1062.333862
1336	1	sp|P16150|LEUK_HUMAN	 	 	 	 	5.5	400	40321	Leukosialin OS=Homo sapiens (Human) OX=9606 GN=SPN PE=1 SV=1	3	3	1	0	1	2	0	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	4523.106934	7847.348633	11606.97949	16043.42676	21682.4375	24820.05273	13312.8584	12426.625	20204.08008	23281.96289	688.332886	2	11068.71631	12788.43701	16004.59131	64560.34033	19781.93945	16063.89844	48713.50781	17933.01856	9124.608155	20173.90088	150
1337	1	sp|P16152|CBR1_HUMAN	 	 	"sp|O75828|CBR3_HUMAN, sp|P16152|CBR1_HUMAN"	 	76.2	277	30375	Carbonyl reductase [NADPH] 1 OS=Homo sapiens (Human) OX=9606 GN=CBR1 PE=1 SV=3	129	99	0.767	39	52	38	33	37	29	37.95	48.327	34.8	33	1283815.234	1929153.622	1168463.03	1513664.65	2609324.838	1565843.515	1855172.884	632600.5774	464024.4937	1610716.401	620.934631	37	813085.2317	3740666.982	2913428.231	3036508.414	9221606.265	2913567.7	3888091.049	2169387.787	6061213.567	3276159.923	216150.9412	29	718398.9655	1941046.717	3110855.537	1148663.788	2609056.417	6129451.732	2590737.584	1414471.383	606223.8973	2038204.236	1311.776978
1338	1	sp|P16157|ANK1_HUMAN	 	 	"sp|P16157|ANK1_HUMAN, sp|Q01484|ANK2_HUMAN, sp|Q12955|ANK3_HUMAN"	 	5.9	1881	206262	Ankyrin-1 OS=Homo sapiens (Human) OX=9606 GN=ANK1 PE=1 SV=3	17	15	0.882	10	4	3	9	3	3	9.9	3.375	3	9	49122.91217	102453.2695	614067.5762	77823.63721	138948.9619	108842.5872	110310.5017	209479.0518	58466.22192	122333.0017	150	3	27904.21338	10990.5564	20934.12207	14156.76416	19245.11231	17868.40723	26780.39014	24097.29687	14420.93286	29111.11426	150	3	7067.387268	19323.24951	86337.10742	6634.811402	19475.15405	16080.01489	9625.251709	8115.93396	3925.676148	21764.52734	150
1339	1	sp|P16219|ACADS_HUMAN	 	 	 	 	27.9	412	44297	"Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ACADS PE=1 SV=1"	20	20	1	8	5	7	8	5	7	8	5	7	8	139770.9192	151757.3008	122327.1487	224707.3687	235181.4121	107726.4446	244854.8486	159215.9353	263890.3351	198638.7358	5966.335938	5	280650.457	59367.60791	100826.1797	41797.95239	63276.75391	39476.89966	68533.21191	102305.9023	93987.98926	91460.20557	1030.468994	7	52990.1792	71600.62231	66668.65808	50632.84949	191103.7334	185319.1309	98244.12598	117534.9233	48366.72717	121718.3875	2168.286133
1340	1	sp|P16220|CREB1_HUMAN (+1)	sp|P16220|CREB1_HUMAN&sp|P18846|ATF1_HUMAN	 	 	 	4.7	341	36688	Cyclic AMP-responsive element-binding protein 1 OS=Homo sapiens (Human) OX=9606 GN=CREB1 PE=1 SV=2	8	8	1	3	3	2	3	3	2	3	3	2	3	13991.35254	33478.35327	30648.97412	22991.99854	38587.01538	43475.1604	23386.40112	8571.288269	4154.992676	26756.86157	150	3	34221.23621	186906.8086	143873.7187	98777.68164	252407.498	90564.21094	203045.1465	56580.17871	132658.7734	193236.748	2417.775391	2	28932.89356	88217.80859	186898.875	96043.36328	80313.07422	155411.1406	185944.4609	47616.69531	29661.14063	74713.36719	150
1341	1	sp|P16278|BGAL_HUMAN	 	 	 	 	21.1	677	76074	Beta-galactosidase OS=Homo sapiens (Human) OX=9606 GN=GLB1 PE=1 SV=2	32	32	1	7	13	12	7	13	12	7	13	12	7	310969.4126	351490.6255	474317.5806	292731.9631	442513.123	527370.9111	256866.2715	121706.2832	87420.15204	376153.1914	150	13	72638.81799	464793.8623	729643.1172	576961.9707	475164.9351	1564238.838	497926.8462	236222.084	267326.5251	576220.5977	1644.475524	12	136736.543	481408.8848	347287.6443	283354.7699	358313.1389	994253.5625	726265.5234	255538.0685	145706.2092	341529.1943	5757.995605
1342	1	sp|P16284|PECA1_HUMAN	 	 	 	 	13.6	738	82521	Platelet endothelial cell adhesion molecule OS=Homo sapiens (Human) OX=9606 GN=PECAM1 PE=1 SV=2	20	20	1	8	9	3	8	9	3	8	9	3	8	129724.5154	168981.4094	107505.7986	269618.9292	364963.8438	119194.2156	291677.0054	107077.8018	118543.3748	187923.1021	763.01355	9	112776.6155	229854.26	230725.7163	143045.7002	274577.9507	174769.196	165846.7424	246614.3418	303502.0562	267349.8359	5349.477906	3	109245.0636	55116.57617	74263.10742	99276.5542	46516.44678	61138.64355	75682.63818	42483.05493	48358.74194	67817.01026	150
1344	1	sp|P16333|NCK1_HUMAN	 	 	 	 	14.3	377	42864	Cytoplasmic protein NCK1 OS=Homo sapiens (Human) OX=9606 GN=NCK1 PE=1 SV=1	9	9	1	2	5	2	2	5	2	2	5	2	2	10930.03809	13820.76074	10976.4624	19319.19434	20294.70215	8779.282959	16211.26709	5473.520996	5118.225098	13201.29199	150	5	22149.2146	40705.29858	111050.8965	59677.39771	58562.50439	56012.30957	50889.58374	41062.96973	53047.53833	71775.10889	666.062378	2	10202.04883	15003.2959	9089.888672	13235.06396	11377.39941	12962.94629	16050.7998	16357.53442	18131.99609	12989.94312	150
1346	1	sp|P16402|H13_HUMAN	 	 	"sp|P10412|H14_HUMAN, sp|P16401|H15_HUMAN, sp|P16402|H13_HUMAN, sp|P16403|H12_HUMAN, sp|Q02539|H11_HUMAN"	 	56.6	221	22350	Histone H1.3 OS=Homo sapiens (Human) OX=9606 GN=H1-3 PE=1 SV=2	471	123	0.261	195	131	145	52	33	38	91.384	60.036	67.143	52	1445990.423	5718825.933	1086170.933	4291217.899	6703765.043	15355856.93	3437860.312	1513425.755	399994.5352	4154222.217	2549.543701	33	271882.6151	634435.0166	2357794.358	2309239.968	982995.9069	1857824.307	1663180.838	727495.2338	812062.3644	2169845.562	12123.37238	38	4323331.873	8111004.729	6218798.23	12984444.74	2274582.668	12676016.71	19487409.3	4233914.088	1845853.996	4850045.298	150
1347	1	sp|P16403|H12_HUMAN	 	 	"sp|P10412|H14_HUMAN, sp|P16401|H15_HUMAN, sp|P16402|H13_HUMAN, sp|P16403|H12_HUMAN, sp|Q02539|H11_HUMAN"	 	58.2	213	21364	Histone H1.2 OS=Homo sapiens (Human) OX=9606 GN=H1-2 PE=1 SV=2	540	128	0.237	228	153	159	57	35	36	102.998	65.932	68.126	57	1583050.144	4366712.396	14723644.37	3343422.416	6664390.549	12306391.86	1458137.716	1621309.082	613200.7246	3982565.569	150	35	628286.6643	4032851.109	4480492.502	2612182.099	1677347.741	2003519.059	3987536.223	1311155.083	824493.5856	2634216.192	150	36	1253938.994	6001098.013	8272518.849	4351818.897	1159626.149	4991580.419	6178766.881	1159722.156	628924.9189	2071024.416	150
1348	1	sp|P16422|EPCAM_HUMAN	 	 	 	 	34.1	314	34932	Epithelial cell adhesion molecule OS=Homo sapiens (Human) OX=9606 GN=EPCAM PE=1 SV=2	38	38	1	3	18	17	3	18	17	3	18	17	3	21442.43115	36194.48096	13696.77905	36061.67529	22749.58325	34043.59033	22979.20703	9782.843262	5396.724488	41726.60645	150	18	56528.78357	236791.0686	2282548.785	159525.4418	501966.8285	2608089.561	578448.7595	276846.9918	151154.0734	654867.2791	150	17	256066.966	447497.8806	75566.53058	193424.612	723341.6188	2206445.927	1413710.616	197798.2511	138810.4804	406890.3199	150
1349	1	sp|P16435|NCPR_HUMAN	 	 	 	 	41.9	677	76689	NADPH--cytochrome P450 reductase OS=Homo sapiens (Human) OX=9606 GN=POR PE=1 SV=2	99	99	1	26	40	33	26	40	33	26	40	33	26	922014.558	975596.3773	814581.0042	969353.7532	1271706.077	1233839.278	919395.0455	554188.7955	439737.6655	1026632.458	899.38269	40	371606.1396	880557.5542	1834357.374	957677.0903	1249613.027	3195408.186	1138424.545	927118.0939	939316.8371	1242490.153	37010.99414	33	526358.7068	1225677.38	2388816.233	1435345.707	1789556.878	1955127.661	2639085.5	895394.843	448106.5194	1229538.054	14006.08984
1350	1	sp|P16452|EPB42_HUMAN	 	 	 	 	6.1	691	77008	Erythrocyte membrane protein band 4.2 OS=Homo sapiens (Human) OX=9606 GN=EPB42 PE=1 SV=3	6	6	1	5	0	1	5	0	1	5	0	1	5	15850.30768	31494.8053	132945.1826	31046.9248	40496.57495	32850.1084	31286.51605	39167.15332	21873.33948	37755.19263	150	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1351	1	sp|P16455|MGMT_HUMAN	 	 	 	 	38.2	207	21646	Methylated-DNA--protein-cysteine methyltransferase OS=Homo sapiens (Human) OX=9606 GN=MGMT PE=1 SV=1	15	15	1	8	4	3	8	4	3	8	4	3	8	332092.9406	561470.2993	505442.8086	485930.0264	532150.155	758518.3848	449436.8013	127450.8698	102051.3602	488815.7241	150	4	97460.34668	113776.1992	179995.6914	87935.95703	157709.9063	169207.9053	146123.4551	150921.9121	116763.0879	192587.6973	7592.453003	3	112906.1338	123719.8145	259207.4453	223163.7656	233308.25	263599.8789	355069.6016	135523.2354	95339.29981	169721.1523	4184.431152
1352	1	sp|P16615|AT2A2_HUMAN	 	 	"sp|P16615|AT2A2_HUMAN, sp|Q93084|AT2A3_HUMAN"	 	38.2	1042	114756	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens (Human) OX=9606 GN=ATP2A2 PE=1 SV=1	181	150	0.829	64	58	59	54	48	48	63.474	57.6	57.778	54	1796687.112	2193489.415	1504405.448	2482551.168	3629379.006	3578490.536	1835657.788	743947.036	620382.4872	2316995.681	2231.124084	48	380473.3156	1491134.297	2173486.459	1724299.347	1897024.67	2548944.642	1578711.339	965800.7612	1036323.225	1787431.599	25589.54626	48	1190548.371	2430610.028	3332463.934	2483925.089	3514554.688	3992817.635	4368435.152	1755384.796	1411482.519	2266281.931	77812.05054
1353	1	sp|P16671|CD36_HUMAN	 	 	 	 	21.8	472	53053	Platelet glycoprotein 4 OS=Homo sapiens (Human) OX=9606 GN=CD36 PE=1 SV=2	61	61	1	29	24	8	29	24	8	29	24	8	29	271483.7074	2640382.896	863114.5083	2304241.341	1069979.714	999446.072	4139294.981	6067242.949	9308171.76	2343978.623	335497.6725	24	4870780.852	144323.5339	603226.6257	215301.2287	1407117.937	479199.8997	471549.2639	7005315.157	167192.6816	2078098.438	150	8	123487.7178	431398.3215	555815.542	481055.3553	771843.1807	1034676.936	485742.7407	835010.8564	994896.8804	1420827.761	45191.0874
1354	1	sp|P16885|PLCG2_HUMAN	 	 	 	 	5.6	1265	147868	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2 OS=Homo sapiens (Human) OX=9606 GN=PLCG2 PE=1 SV=4"	9	9	1	2	2	5	2	2	5	2	2	5	2	41219.1958	34593.56836	49038.57568	40390.70947	63458.74414	40444.73657	48470.0083	22754.00061	21398.63794	45398.20801	150	2	7361.977295	18984.2251	21588.48926	20794.70703	19612.79883	19318.37305	18062.60693	9535.708984	17971.53711	24897.60156	150	5	54849.85046	58583.94324	61824.67163	76330.6062	141241.1575	98090.49707	145760.4084	54634.14893	59395.11731	57887.82361	150
