New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Fri Apr 24 07:35:32 2020
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_A	Total_B	Total_C	Unique_A	Unique_B	Unique_C	Corrected_A	Corrected_B	Corrected_C	PSMs_Used_A	TotInt_126C_A	TotInt_127N_A	TotInt_127C_A	TotInt_128N_A	TotInt_128C_A	TotInt_129N_A	TotInt_129C_A	TotInt_130N_A	TotInt_130C_A	TotInt_131N_A	TotInt_131C_A	PSMs_Used_B	TotInt_126C_B	TotInt_127N_B	TotInt_127C_B	TotInt_128N_B	TotInt_128C_B	TotInt_129N_B	TotInt_129C_B	TotInt_130N_B	TotInt_130C_B	TotInt_131N_B	TotInt_131C_B	PSMs_Used_C	TotInt_126C_C	TotInt_127N_C	TotInt_127C_C	TotInt_128N_C	TotInt_128C_C	TotInt_129N_C	TotInt_129C_C	TotInt_130N_C	TotInt_130C_C	TotInt_131N_C	TotInt_131C_C
1238	1	sp|P12955|PEPD_HUMAN	 	 	 	 	36.1	493	54548	Xaa-Pro dipeptidase OS=Homo sapiens (Human) OX=9606 GN=PEPD PE=1 SV=3	54	54	1.000	18	20	16	18	20	16	18.000	20.000	16.000	18	520122.64514000004	1278625.73755	903461.069092	1220259.124879	2291361.7504889998	1031309.4570299999	1231935.0848380001	523222.259276	306052.31762700004	1055205.316037	150.0	20	272036.440004	1119054.356204	796171.336915	1028724.4931660002	656049.684206	1154438.371583	713116.8471659999	545504.352905	823277.513674	956394.0200189999	25321.69812	16	325041.964843	1079096.7021479998	995334.99878	788332.830812	1052647.166992	1002983.244627	2249854.2241200004	698025.4311540001	296913.559814	807782.682372	150.0
1239	1	sp|P12956|XRCC6_HUMAN	 	 	 	 	63.7	609	69842	X-ray repair cross-complementing protein 6 OS=Homo sapiens (Human) OX=9606 GN=XRCC6 PE=1 SV=2	360	360	1.000	129	113	118	129	113	118	129.000	113.000	118.000	129	12807680.491886	19566714.741211995	35082641.19018598	17283014.163456	24599680.821294986	34655085.138063006	16405598.337893002	4777315.324465999	2972412.128964	17164776.442198	12493.696289	113	2156401.906805	14659259.448487002	24335382.955808006	10813488.808168998	11182223.340208	10733505.42633	18501531.551026996	5159662.441470003	8509363.986331003	14551086.130497	137353.31939699998	118	5910044.834834998	26023046.836611006	30549301.472957004	16443235.361575	25539823.895756	55753520.71655502	42920434.473875985	11476480.93097	5392396.815795002	17127968.384035997	22195.786743
1240	1	sp|P13010|XRCC5_HUMAN	 	 	 	 	69.1	732	82704	X-ray repair cross-complementing protein 5 OS=Homo sapiens (Human) OX=9606 GN=XRCC5 PE=1 SV=3	283	283	1.000	99	91	93	99	91	93	99.000	91.000	93.000	99	8008360.704654002	11940185.218754994	19492675.11279101	12936817.927916007	15507831.946291998	20619656.188232	11636056.610965997	3236764.566525999	2165256.2084959997	11276464.493409002	2333.304443	91	1291729.8263579998	7530263.562742	12029881.873048	5535229.952763002	6358865.701664001	5501639.567385001	9574957.522584997	2985488.261718	4998743.236941	8198820.100461	113779.17712299999	93	4235330.684143	12098053.614378002	15227144.347414	8195222.557863998	11899487.988528004	26656759.075439997	20297818.668215003	6140046.660704001	3431102.1613780013	9030579.062010998	15503.312989
1241	1	sp|P13051|UNG_HUMAN	 	 	 	 	6.1	313	34645	Uracil-DNA glycosylase OS=Homo sapiens (Human) OX=9606 GN=UNG PE=1 SV=2	4	4	1.000	0	3	1	0	3	1	0.000	3.000	1.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	1437.786743	6984.887084999999	9608.051025	2425.693237	2084.03656	7580.976317999999	6637.785156000001	2284.037781	4979.448731	4412.801758	150.0	1	150.0	968.836609	2043.7403559999998	2017.065186	1139.8654789999998	5974.107422	2729.615479	618.6112059999999	150.0	1075.845093	150.0
1242	1	sp|P13073|COX41_HUMAN	 	 	 	 	40.2	169	19576	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=COX4I1 PE=1 SV=1	102	102	1.000	29	37	36	29	37	36	29.000	37.000	36.000	29	2059597.8256870003	3792968.085450001	2816604.6796890004	3491007.0678690006	5614306.527345002	4393384.468018001	3685818.250735	1231159.6320810001	970218.8946519999	3329710.4528799998	150.0	37	1428200.248842	3027871.763062	5235584.577271002	2102928.3934929995	2691055.0203850004	4149454.089114	2226915.97333	1489687.5438869998	1682707.7389519997	3345384.134522001	46300.21472	36	1938560.2244879997	3942636.5019540004	3234573.2849140004	2957710.936524	3757812.657469	8702858.738282003	4356206.169922001	1738951.2246089992	623095.8026139999	2903333.6657729996	150.0
1243	1	sp|P13164|IFM1_HUMAN (+2)	sp|P13164|IFM1_HUMAN&sp|Q01628|IFM3_HUMAN&sp|Q01629|IFM2_HUMAN	 	 	 	13.6	125	13964	Interferon-induced transmembrane protein 1 OS=Homo sapiens (Human) OX=9606 GN=IFITM1 PE=1 SV=3	14	14	1.000	3	6	5	3	6	5	3.000	6.000	5.000	3	463437.47070299997	140343.25048900003	64038.10937399999	75221.14795	142652.984863	71855.662354	43659.455322	11277.186889999999	14502.755615	101352.70849599999	150.0	6	19208.713501	54575.566894	1354009.75	146851.48413	247350.682618	317859.913086	75918.140869	65570.827149	103450.623536	200726.24707	150.0	5	69205.608276	259901.935058	238101.629149	168760.48046999998	1240240.904297	607960.538575	824318.713868	221094.16796899997	63626.108641	341520.92040999996	150.0
1244	1	sp|P13284|GILT_HUMAN	 	 	 	 	20.0	250	27963	Gamma-interferon-inducible lysosomal thiol reductase OS=Homo sapiens (Human) OX=9606 GN=IFI30 PE=1 SV=3	38	38	1.000	11	13	14	11	13	14	11.000	13.000	14.000	11	726964.4960929999	494167.74121199996	388844.37109300005	662682.9218740001	2205177.486327	304294.95117099996	679913.577149	62417.302428999996	59322.571716000006	528589.907227	150.0	13	71117.21862700001	144694.57043499997	506080.376464	387275.490234	598758.222534	608640.2065419999	643998.300048	171281.66113400002	250957.92639100002	682832.00049	627.323486	14	97605.27856400001	660728.45996	995558.343261	1120913.287354	1539915.9604500001	682590.009766	4505441.280275	750695.3974620001	248072.924559	782769.3046879999	150.0
1245	1	sp|P13473|LAMP2_HUMAN	 	 	 	 	8.8	410	44960	Lysosome-associated membrane glycoprotein 2 OS=Homo sapiens (Human) OX=9606 GN=LAMP2 PE=1 SV=2	19	19	1.000	3	8	8	3	8	8	3.000	8.000	8.000	3	88433.812012	104198.57812399999	55448.639648000004	95753.94628999999	126497.800782	100136.387695	76826.339844	45613.031738000005	14277.375611	111267.029297	150.0	8	46927.671632	191332.915281	325293.02880900004	186959.494628	262308.777832	689644.797852	159337.45190400002	103736.601318	175427.29028299998	215652.15917899998	2239.2729489999997	8	219062.34668000002	571002.97876	421266.938721	495392.32238800003	730901.067384	579676.778808	780072.944092	269337.6469720001	101159.313233	432658.389649	150.0
1246	1	sp|P13489|RINI_HUMAN	 	 	 	 	70.5	461	49973	Ribonuclease inhibitor OS=Homo sapiens (Human) OX=9606 GN=RNH1 PE=1 SV=2	151	151	1.000	43	59	49	43	59	49	43.000	59.000	49.000	43	1413514.751835	1187027.2315640002	1251197.6003400001	2487575.3721919996	4038971.9277339997	1421328.8857380003	2735806.5144040002	1096626.0816650002	769300.3667030002	1902160.2519530002	3302.9831539999996	59	894022.0982669997	2181683.290103	3117897.8333770004	2187026.830873	2663542.851562999	4540871.119506	1767706.573181	1984241.9196819998	3228274.841618	2919806.172725	80036.789733	49	1474104.008545	1932536.5307650005	2424332.4805920008	3011513.516846001	2615938.822022	4656877.9741239995	3983279.775636	1954856.0195300009	827925.3262959999	2310805.8528460003	1576.873291
1247	1	sp|P13498|CY24A_HUMAN	 	 	 	 	16.4	195	21012	Cytochrome b-245 light chain OS=Homo sapiens (Human) OX=9606 GN=CYBA PE=1 SV=3	17	17	1.000	6	3	8	6	3	8	6.000	3.000	8.000	6	64363.531251	197712.66992	118526.886719	189945.519043	747520.1806640001	93538.917237	387284.70556699997	69402.913941	46868.160888	199131.98974599998	150.0	3	32680.189208	55083.050781	336139.046875	162419.905273	335796.90820299997	135509.08496100002	92795.354003	67046.744628	101207.303712	317452.09375	150.0	8	356717.951171	1044376.7478019999	594890.4548339999	2179980.7221680004	1001061.176757	462257.479982	2278326.435546	561754.4310310001	227536.90527400002	652462.3065190001	150.0
1248	1	sp|P13521|SCG2_HUMAN	 	 	 	 	29.7	617	70940	Secretogranin-2 OS=Homo sapiens (Human) OX=9606 GN=SCG2 PE=1 SV=2	19	19	1.000	0	19	0	0	19	0	0.000	19.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19	32585.014708000006	93907.451782	127887.166442	122025.09600700001	116691.48040599999	113899.813842	1425433.934204	91339.993225	136818.826661	138755.578065	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1249	1	sp|P13591|NCAM1_HUMAN	 	 	 	 	7.9	858	94573	Neural cell adhesion molecule 1 OS=Homo sapiens (Human) OX=9606 GN=NCAM1 PE=1 SV=3	9	9	1.000	6	2	1	6	2	1	6.000	2.000	1.000	6	50706.591919	115427.148682	504587.753906	167279.00683600002	210289.85839900002	287568.21655300003	139156.505125	65959.041018	40351.718993999995	156287.308105	150.0	2	10813.167481	43132.748047	33829.487304	32033.013672	28801.390625	23452.547851000003	132020.888672	20360.803223	23934.457030999998	48969.485351999996	150.0	1	6521.688965	33189.558594	10777.495117	20193.326172	10573.93457	9269.835938	8317.356445	6755.78418	5855.509765999999	15991.524413999998	150.0
1250	1	sp|P13611|CSPG2_HUMAN	 	 	 	 	9.2	3396	372816	Versican core protein OS=Homo sapiens (Human) OX=9606 GN=VCAN PE=1 SV=3	221	221	1.000	65	101	55	65	101	55	65.000	101.000	55.000	65	4661736.227662999	5124143.042110999	1878892.0494390002	10418380.729005	4764162.962645999	8341934.560547	3997098.173037	2314612.6281150007	804263.5045759999	6867152.183233001	6266.777832	101	810404.1944599999	5868381.920296002	3744422.4364030007	46185696.24169901	4525857.504028001	9041805.307739997	23891927.332034	1875636.1474019994	2880763.911379	6609408.161320002	15978.218871000003	55	4456430.627074	2842574.326355	1947129.4860230002	1466834.8922119997	4114639.738530001	8814024.958862003	2781296.0169700007	3390846.2577499994	854335.712768	4683089.749391999	150.0
1251	1	sp|P13612|ITA4_HUMAN	 	 	 	 	4.0	1032	114898	Integrin alpha-4 OS=Homo sapiens (Human) OX=9606 GN=ITGA4 PE=1 SV=3	5	4	0.800	0	2	3	0	2	2	0.000	2.000	3.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	8631.244385	13933.788086	21864.407471	31975.626953000003	27218.834228	23779.671875	33661.695801	16662.592285	17251.335206	26524.729248	150.0	2	11035.289062	11803.321777000001	16087.035645	9306.455077999999	14972.366699	13937.212891	15534.309570999998	10601.600586	11393.391113	11313.249023999999	150.0
1252	1	sp|P13639|EF2_HUMAN	 	 	sp|P13639|EF2_HUMAN, sp|Q15029|U5S1_HUMAN	 	72.5	858	95337	Elongation factor 2 OS=Homo sapiens (Human) OX=9606 GN=EEF2 PE=1 SV=4	642	630	0.981	224	195	223	218	192	220	222.955	194.549	222.444	218	21199169.693118993	30236826.037654012	37141696.73193699	35462816.29541302	56586647.74146099	46220892.47205101	35192970.869625	8628576.057316998	6419517.102907006	35355717.57763801	19028.257750999997	192	5269070.281192	37611875.25567701	56151216.604005985	34732323.44745299	40103104.83051098	47492950.69165898	29681193.192744993	12417921.464610996	23592140.407715995	37297214.69934599	485896.707334	220	14914096.327880995	45704053.33215598	73659965.99926902	38887770.90033598	43716689.920408994	72680109.51099302	90196443.07275803	21249008.553709995	8033701.661865003	32871113.106386	26056.709595000004
1254	1	sp|P13646|K1C13_HUMAN	 	 	CONT_046|gi|88041|pir||A31994, CONT_060|gi|542923|pir||S37780, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_156|gi|1363944|pir||JC4313, CONT_157|gi|1245902|bbs|175065, CONT_167|gi|1668744|gnl|PID|e195475, sp|P02533|K1C14_HUMAN, sp|P08727|K1C19_HUMAN, sp|P13645|K1C10_HUMAN, sp|P13646|K1C13_HUMAN	 	19.7	458	49588	Keratin, type I cytoskeletal 13 OS=Homo sapiens (Human) OX=9606 GN=KRT13 PE=1 SV=4	103	0	0.000	28	48	27	0	0	0	0.000	0.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1255	1	sp|P13647|K2C5_HUMAN	 	 	CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_154|gi|1181996, CONT_164|gi|1419564|gnl|PID|e251594, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12036|NFH_HUMAN, sp|P13647|K2C5_HUMAN, sp|P14136|GFAP_HUMAN, sp|P35908|K22E_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN	 	52.5	590	62378	Keratin, type II cytoskeletal 5 OS=Homo sapiens (Human) OX=9606 GN=KRT5 PE=1 SV=3	257	126	0.490	68	100	89	30	52	44	45.121	68.563	60.349	30	445816.101076	667403.942932	704642.5216069999	4090488.80078	4472899.905761001	1845983.2539080002	1536507.2666039995	370410.56640799996	241695.81299100004	2481908.6225570003	150.0	52	1035378.8334339999	935126.1014990001	1287299.5874649999	3531324.231199999	13486269.283202998	1176952.1995250003	1702572.378053	4808007.206419	4234972.321532	3686676.750488	93013.73162900002	44	5723887.953857998	989892.8996570004	847515.7149630002	7347414.082518999	424597.37170200003	2123604.221189	1950385.158328	1023506.8176250004	784549.4481239999	1918809.5051270002	21452.388672
1256	1	sp|P13667|PDIA4_HUMAN	 	 	 	 	62.8	645	72932	Protein disulfide-isomerase A4 OS=Homo sapiens (Human) OX=9606 GN=PDIA4 PE=1 SV=2	489	489	1.000	157	150	182	157	150	182	157.000	150.000	182.000	157	24389351.42675601	13036180.098334998	27158008.593751997	17906746.661508985	39289367.66504401	24011852.302244	19424227.969367992	5309900.563236002	3107801.7419429994	23639504.176026	2271.95929	150	2246607.5103740003	25369851.100710995	35563275.887697995	25289936.384158004	14758133.813836997	29701261.53052099	11245423.671143997	6828765.527099995	9826852.742929999	24508756.459715996	97856.00439399999	182	13782116.843571993	59314411.755374	36756948.720585994	25868193.541926995	37404241.730104	57352379.44702699	41957490.889893994	14678594.329897998	7358725.361699999	24254224.035829987	49864.003052
1257	1	sp|P13671|CO6_HUMAN	 	 	 	 	30.5	934	104785	Complement component C6 OS=Homo sapiens (Human) OX=9606 GN=C6 PE=1 SV=3	101	101	1.000	27	32	42	27	32	42	27.000	32.000	42.000	27	965600.58667	439416.95153400005	526329.005005	736849.926759	443010.688355	507669.4122310001	425104.8131729999	196409.47497300006	190329.86285199993	584775.3696279998	2661.5734869999997	32	436600.02880800003	1098682.091551	776096.5224619999	735359.294067	1248161.688174	713047.1859129999	1929520.4274910004	553215.1497190001	1211331.4508050003	1094374.636109	32490.456787	42	2776531.865843999	1004634.1573470002	1393048.486817	537106.003663	1495972.029175	1422894.625979	1774267.9876710002	2994742.0539550004	2000760.66797	1438665.4766819999	62407.982787999994
1258	1	sp|P13674|P4HA1_HUMAN	 	 	 	 	44.8	534	61049	Prolyl 4-hydroxylase subunit alpha-1 OS=Homo sapiens (Human) OX=9606 GN=P4HA1 PE=1 SV=2	126	126	1.000	39	40	47	39	40	47	39.000	40.000	47.000	39	5661765.191895	1830859.559818	4249622.257083999	3100007.4837650005	4451837.1491680015	3474401.838992	2209832.2599470005	749458.6298800001	468936.9134529999	3135680.3095699996	1335.688843	40	629801.0495	3803058.994143	4179447.662597	5216267.457519	2320680.9843749995	5155546.8940429995	1908233.9481229996	1120744.22461	1483959.3675550004	3443851.1989790006	16660.058838	47	3186442.490477999	7754324.346925	3023643.65381	2607204.5802030005	4276323.242187998	7803303.123293003	4672621.000119999	1445444.38574	905029.9196779998	3066015.5997319994	8853.105469
1259	1	sp|P13693|TCTP_HUMAN	 	 	 	 	41.3	172	19595	Translationally-controlled tumor protein OS=Homo sapiens (Human) OX=9606 GN=TPT1 PE=1 SV=1	76	76	1.000	29	23	24	29	23	24	29.000	23.000	24.000	29	2889784.994752	3914493.6881110007	13929014.454101996	8293059.365968	9334792.064453	4696648.6557640005	5018770.90674	1553428.2854020004	1337511.7205840002	5954970.068112999	3824.2232670000003	23	916682.0969250002	3314415.917726	9396836.893553	4959489.308594	6540088.042480999	5750313.713380001	3066884.361328	1955048.2905259999	3558997.3359389994	5192604.579101999	42326.849854	24	2503076.4683839995	5443151.256348	8097709.052245999	6643831.143069	5037090.757325001	6255869.176758	5967295.362793	2799986.534914	994699.5612820002	4714110.495118001	150.0
1260	1	sp|P13716|HEM2_HUMAN	 	 	 	 	34.5	330	36294	Delta-aminolevulinic acid dehydratase OS=Homo sapiens (Human) OX=9606 GN=ALAD PE=1 SV=1	31	31	1.000	12	11	8	12	11	8	12.000	11.000	8.000	12	373460.25976499997	1042825.5380860001	780210.6235349999	1613360.863037	810351.902833	476520.06542999996	1591909.016357	1095850.7148439998	686094.655029	872733.52539	4510.457031	11	179211.554933	586543.1650390001	240135.84960800002	222688.251952	190049.546144	229936.08642500002	243610.33593800003	305001.702637	278091.278808	264212.163085	2682.246582	8	35232.117434	190218.354493	267636.459227	186396.757202	248775.387207	180023.55786099998	212767.263794	137085.752807	56134.360595000006	194341.635012	907.816528
1261	1	sp|P13747|HLAE_HUMAN	 	 	sp|P01889|HLAB_HUMAN, sp|P01893|HLAH_HUMAN, sp|P04439|HLAA_HUMAN, sp|P10321|HLAC_HUMAN, sp|P13747|HLAE_HUMAN	 	23.2	358	40057	HLA class I histocompatibility antigen, alpha chain E OS=Homo sapiens (Human) OX=9606 GN=HLA-E PE=1 SV=4	28	3	0.107	9	10	9	0	1	2	0.000	1.322	2.412	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2884.113525	4439.411133	4974.709473	5552.881348	5080.934082	7574.043456999999	2705.513184	3180.0627440000003	5453.748047	7138.744629000001	150.0	2	10541.614746	7226.795899000001	15243.307129	13452.602051	11316.391845999999	36012.973143999996	43042.435546	7307.943116	7756.9711910000005	15713.769043	150.0
1262	1	sp|P13762|DRB4_HUMAN (+1)	sp|P13762|DRB4_HUMAN&tr|X5D2U9|X5D2U9_HUMAN	 	sp|P01911|DRB_HUMAN, sp|P13762|DRB4_HUMAN, sp|P79483|DRB3_HUMAN	 	9.0	266	29941	HLA class II histocompatibility antigen, DR beta 4 chain OS=Homo sapiens (Human) OX=9606 GN=HLA-DRB4 PE=1 SV=2	23	3	0.130	10	6	7	1	1	1	3.333	2.267	1.833	1	150.0	150.0	5147.816895	150.0	2647.432373	4066.1525880000004	18286.976562	1816.078247	1982.8850100000002	9035.136719	150.0	1	150.0	150.0	19383.839844	2101.5	2661.7270510000003	61399.976562	10863.824219	5846.564941	12942.563477	15154.911133000001	150.0	1	2540.069336	4424.362793	8798.699219	13308.861328	1106.036255	1630.3670650000001	19881.152344	5543.328613000001	1865.479248	3428.6123049999997	150.0
1263	1	sp|P13796|PLSL_HUMAN	 	 	sp|P13796|PLSL_HUMAN, sp|P13797|PLST_HUMAN, sp|Q02224|CENPE_HUMAN, sp|Q14651|PLSI_HUMAN	 	79.6	627	70288	Plastin-2 OS=Homo sapiens (Human) OX=9606 GN=LCP1 PE=1 SV=6	424	350	0.825	159	113	152	130	94	126	148.557	105.918	142.675	130	4170287.814693	16435063.000616	6426965.116826001	27278953.723879997	45550678.125980996	9014757.602790002	28392608.806645	3331196.831727999	2943367.5448019975	16388236.602415996	761.49231	94	1629192.7738030006	2493793.766538	17525258.511962	9684778.647955995	11554838.720703	11328937.847783994	5422436.310907001	3833118.5756260003	10534102.451169	15623556.827155996	173872.400697	126	5555865.055911	11821392.774412999	9766576.265015002	40240405.36218499	27284998.589050997	12723801.897398	62969869.547613	20662761.790040005	5398432.917722998	17504136.253907	36330.030884
1265	1	sp|P13798|ACPH_HUMAN	 	 	 	 	32.9	732	81224	Acylamino-acid-releasing enzyme OS=Homo sapiens (Human) OX=9606 GN=APEH PE=1 SV=4	61	61	1.000	18	25	18	18	25	18	18.000	25.000	18.000	18	386835.8780520001	590997.7282710001	824869.8327639999	782677.976564	1038713.984373	696267.1611339999	842321.2546399999	333996.54040799994	237809.092286	735785.5061040001	150.0	25	200976.09625	480332.172608	863931.7736819999	626735.4721669999	599217.5371119999	1871413.506838	602308.250731	427645.775147	506968.35424699995	744823.98291	1432.7604979999999	18	439452.6389160001	725678.769167	1131436.176757	766371.179444	913973.522462	1151156.9455559999	1612150.9819350003	544975.843018	329283.4049070001	752533.658447	2933.260498
1266	1	sp|P13804|ETFA_HUMAN	 	 	 	 	70.3	333	35079	Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ETFA PE=1 SV=1	104	104	1.000	31	41	32	31	41	32	31.000	41.000	32.000	31	821852.6972679999	1289505.5307619998	1468697.2299790005	1642754.5078139994	2793034.164064	760632.9741199999	1621182.2109369999	826854.7220470001	1103625.0441910003	1419650.6445310002	22622.527832	41	1694437.6201180005	2424609.1254880005	1901480.1711400002	1286780.5659219997	1423042.3054190003	5989032.737303	1337672.4982970003	1441319.039549	1526759.753174	2008830.940676	43031.36663800001	32	361974.72857899993	2312401.217958999	1559426.6700420002	1509061.046875001	2298319.0579830003	3245198.6865230002	1849323.9436050002	1224417.2817370002	268545.98999200005	1544905.4071049998	1381.0217289999998
1267	1	sp|P13807|GYS1_HUMAN	 	 	 	 	19.0	737	83785	Glycogen [starch] synthase, muscle OS=Homo sapiens (Human) OX=9606 GN=GYS1 PE=1 SV=2	25	25	1.000	5	11	9	5	11	9	5.000	11.000	9.000	5	49411.787231999995	76800.63525499999	65076.94702200001	88302.60498	168941.50488300002	93273.52832	122121.923584	47194.804076	83292.15514999999	91385.82873600001	2490.6546630000003	11	179057.33191	185908.13909799999	197976.54504199998	134837.732666	141389.08899	220333.697509	128234.27185100001	129366.940613	77039.47253399999	183372.594971	848.874573	9	94318.61743099999	149244.67822099998	211523.119874	151722.70263800002	169434.811768	272127.67382799997	234015.78613300002	95170.186036	63773.741700000006	135194.18652500003	150.0
1268	1	sp|P13861|KAP2_HUMAN	 	 	sp|P13861|KAP2_HUMAN, sp|P31323|KAP3_HUMAN	 	49.0	404	45518	cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens (Human) OX=9606 GN=PRKAR2A PE=1 SV=2	75	61	0.813	26	28	21	22	23	16	24.514	25.949	19.636	22	600789.9108899999	689319.689698	700848.629151	730841.9255370001	1229028.7707540002	871677.9885270001	822954.8442369999	419914.636963	495202.29675399984	1099462.802736	4421.61084	23	470289.82000800007	1508325.8613289997	1852661.8110379998	1227254.003908	955989.943358	2149094.498535	1146266.9782719996	1016809.8134770001	1188659.265504	1431034.8117690003	28339.346985	16	369003.397582	671984.769776	1024441.5100100002	583718.0839849998	856078.8376460001	2826522.6394060003	1131050.7226560002	582217.3549789999	336732.670166	764292.8874519999	150.0
1271	1	sp|P13942|COBA2_HUMAN	 	 	 	 	14.2	1736	171789	Collagen alpha-2(XI) chain OS=Homo sapiens (Human) OX=9606 GN=COL11A2 PE=1 SV=5	26	26	1.000	7	18	1	7	18	1	7.000	18.000	1.000	7	18636.570069	10723.939941	214952.195313	12201.635803999998	32050.704346	10974.162475000001	9854.624876999998	6237.501709	4230.31604	31781.761718	150.0	18	35057.748596	1478737.531738	128501.428467	198159.542299	92802.68542600001	151190.46057199998	85533.137511	51346.312196	63539.225708000005	176496.16601599997	150.0	1	53166.195312	1430.24646	4890.8125	862.638855	150.0	831.80896	150.0	150.0	1017.6164550000001	2907.355713	150.0
1272	1	sp|P13984|T2FB_HUMAN	 	 	 	 	8.4	249	28380	General transcription factor IIF subunit 2 OS=Homo sapiens (Human) OX=9606 GN=GTF2F2 PE=1 SV=2	3	3	1.000	3	0	0	3	0	0	3.000	0.000	0.000	3	24435.723389	33048.465576	71519.33300799999	38548.144043	64305.5542	45364.14795	28666.545166	7994.889405	11981.476197	47914.398924999994	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1273	1	sp|P13987|CD59_HUMAN	 	 	 	 	23.4	128	14177	CD59 glycoprotein OS=Homo sapiens (Human) OX=9606 GN=CD59 PE=1 SV=1	29	29	1.000	9	10	10	9	10	10	9.000	10.000	10.000	9	1908284.262695	2439614.019532	1594461.5842290001	1305541.330566	2787478.5712889996	2440921.636718	1566850.783691	807646.7531740001	986116.564697	1855308.381836	1689.4937739999998	10	744496.734375	1874861.967774	1926549.2792970003	824611.0703119999	976957.811523	1934069.217772	1101733.8222659999	1442572.283204	1245804.0996080001	1566226.2656269998	49220.32177699999	10	234524.20105099998	2552601.6077880003	1239967.143433	1593583.169922	1867753.860473	3807822.656006	3796403.598998	1285381.776488	353213.210327	1601662.1224370003	150.0
1274	1	sp|P13995|MTDC_HUMAN	 	 	 	 	23.1	350	37895	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MTHFD2 PE=1 SV=2	12	12	1.000	3	2	7	3	2	7	3.000	2.000	7.000	3	94970.309937	108698.798828	163975.412476	112237.426636	193055.57116700002	180268.62207100002	100381.28796500001	22074.910645	11289.553711	120507.90173299999	150.0	2	8534.78418	22948.438476000003	84261.539062	40357.396484	36775.046875	67308.521484	66537.91211	16694.494629	27698.1875	60802.273436999996	150.0	7	116311.50372299999	161280.647217	403549.319825	157271.793458	168777.989258	386907.23217900004	482874.751953	152999.757812	59063.52551200001	164195.77087500002	150.0
1276	1	sp|P14151|LYAM1_HUMAN	 	 	 	 	7.0	372	42187	L-selectin OS=Homo sapiens (Human) OX=9606 GN=SELL PE=1 SV=2	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	27984.961914	16200.418701	89001.246094	52394.248047	50046.626953	60602.421875	60902.875	68570.578125	44090.402344	41622.746093999995	150.0
